Detached,AgeBand,Cwi,Loft,Dg,Cond,Swi,Ashp,Gshp,Bio,Pv,Shw,Total Used Energy
0,6,1,1,1,0,0,1,0,0,1,0,7010.721416
0,6,0,0,1,1,0,0,0,0,1,0,17320.29108
0,6,1,0,1,1,0,0,0,0,1,0,14502.68846
0,6,0,1,1,1,0,0,0,0,1,0,16450.40818
0,6,1,1,1,1,0,0,0,0,1,0,13523.82535
0,6,0,0,1,0,0,0,0,0,1,1,20085.96504
0,6,1,0,1,0,0,0,0,0,1,1,16600.26067
0,6,0,1,1,0,0,0,0,0,1,1,19010.17282
0,6,1,1,1,0,0,0,0,0,1,1,15388.27129
0,6,0,0,1,0,0,1,0,0,1,1,9294.397229
0,6,1,0,1,0,0,1,0,0,1,1,8051.366452
0,6,0,1,1,0,0,1,0,0,1,1,8913.65251
0,6,1,1,1,0,0,1,0,0,1,1,7613.878926
0,6,0,0,1,1,0,0,0,0,1,1,17016.85156
0,6,1,0,1,1,0,0,0,0,1,1,14191.40834
0,6,0,1,1,1,0,0,0,0,1,1,16144.98357
0,6,1,1,1,1,0,0,0,0,1,1,13208.55212
0,5,1,0,1,0,0,0,0,0,0,0,20881.03969
0,5,1,1,1,0,0,0,0,0,0,0,20699.23927
0,5,1,0,1,0,0,1,0,0,0,0,8156.965113
0,5,1,1,1,0,0,1,0,0,0,0,8098.67181
0,5,1,0,1,0,0,0,1,0,0,0,7532.344932
0,5,1,1,1,0,0,0,1,0,0,0,7481.592502
0,5,1,0,1,1,0,0,0,0,0,0,14929.01777
0,5,1,1,1,1,0,0,0,0,0,0,14807.67024
0,5,1,0,1,0,0,0,0,0,0,1,16087.49277
0,5,1,1,1,0,0,0,0,0,0,1,15938.9975
0,5,1,0,1,0,0,1,0,0,0,1,7870.175842
0,5,1,1,1,0,0,1,0,0,0,1,7811.859564
0,5,1,0,1,0,0,0,1,0,0,1,7325.047517
0,5,1,1,1,0,0,0,1,0,0,1,7274.274364
0,5,1,0,1,1,0,0,0,0,0,1,13823.10501
0,5,1,1,1,1,0,0,0,0,0,1,13701.39298
0,5,1,0,1,0,0,0,0,0,1,0,19891.76046
0,5,1,1,1,0,0,0,0,0,1,0,19709.96004
0,5,1,0,1,0,0,1,0,0,1,0,7167.685881
0,5,1,1,1,0,0,1,0,0,1,0,7109.392578
0,5,1,0,1,0,0,0,1,0,1,0,6543.0657
0,5,1,1,1,0,0,0,1,0,1,0,6492.31327
0,5,1,0,1,1,0,0,0,0,1,0,13939.73854
0,5,1,1,1,1,0,0,0,0,1,0,13818.39101
0,5,1,0,1,0,0,0,0,0,1,1,15927.90684
0,5,1,1,1,0,0,0,0,0,1,1,15779.41157
0,5,1,0,1,0,0,1,0,0,1,1,7710.58991
0,5,1,1,1,0,0,1,0,0,1,1,7652.273632
0,5,1,0,1,0,0,0,1,0,1,1,7165.461584
0,5,1,1,1,0,0,0,1,0,1,1,7114.688432
0,5,1,0,1,1,0,0,0,0,1,1,13663.51907
0,5,1,1,1,1,0,0,0,0,1,1,13541.80704
0,4,1,1,1,0,0,0,0,0,0,0,20985.05888
0,4,1,1,1,0,0,1,0,0,0,0,8011.100224
0,4,1,1,1,0,0,0,1,0,0,0,7450.067892
0,4,1,1,1,0,0,0,0,1,0,0,15755.46917
0,4,1,1,1,1,0,0,0,0,0,0,14008.45155
0,4,1,1,1,0,0,0,0,0,0,1,14614.5161
0,4,1,1,1,0,0,1,0,0,0,1,7652.641508
0,4,1,1,1,0,0,0,1,0,0,1,7186.505329
0,4,1,1,1,0,0,0,0,1,0,1,14282.88198
0,4,1,1,1,1,0,0,0,0,0,1,12653.14093
0,4,1,1,1,0,0,0,0,0,1,0,19976.84653
0,4,1,1,1,0,0,1,0,0,1,0,7002.887872
0,4,1,1,1,0,0,0,1,0,1,0,6441.85554
0,4,1,1,1,0,0,0,0,1,1,0,14747.25682
0,4,1,1,1,1,0,0,0,0,1,0,13000.2392
0,4,1,1,1,0,0,0,0,0,1,1,14609.84431
0,4,1,1,1,0,0,1,0,0,1,1,7647.969717
0,4,1,1,1,0,0,0,1,0,1,1,7181.833538
0,4,1,1,1,0,0,0,0,1,1,1,14278.21018
0,4,1,1,1,1,0,0,0,0,1,1,12648.46914
1,10,1,0,1,1,0,0,0,0,0,0,16402.19559
1,10,1,1,1,1,0,0,0,0,0,0,16209.7432
1,10,1,0,1,0,0,1,0,0,0,0,6694.609944
1,10,1,1,1,0,0,1,0,0,0,0,6643.034282
1,10,1,0,1,0,0,0,1,0,0,0,5976.801422
1,10,1,1,1,0,0,0,1,0,0,0,5936.521845
1,10,1,0,1,0,0,0,0,1,0,0,16766.17236
1,10,1,1,1,0,0,0,0,1,0,0,16572.01061
1,10,1,0,1,1,0,0,0,0,0,1,13636.65947
1,10,1,1,1,1,0,0,0,0,0,1,13483.77371
1,10,1,0,1,0,0,1,0,0,0,1,6407.611796
1,10,1,1,1,0,0,1,0,0,0,1,6356.020815
1,10,1,0,1,0,0,0,1,0,0,1,5768.948967
1,10,1,1,1,0,0,0,1,0,0,1,5728.656463
1,10,1,0,1,0,0,0,0,1,0,1,15550.52124
1,10,1,1,1,0,0,0,0,1,0,1,15356.31805
1,10,1,0,1,1,0,0,0,0,1,0,15069.37677
1,10,1,1,1,1,0,0,0,0,1,0,14876.92438
1,10,1,0,1,0,0,1,0,0,1,0,5361.791119
1,10,1,1,1,0,0,1,0,0,1,0,5310.215457
1,10,1,0,1,0,0,0,1,0,1,0,4643.982597
1,10,1,1,1,0,0,0,1,0,1,0,4603.70302
1,10,1,0,1,0,0,0,0,1,1,0,15433.35353
1,10,1,1,1,0,0,0,0,1,1,0,15239.19179
1,10,1,0,1,1,0,0,0,0,1,1,13133.53394
1,10,1,1,1,1,0,0,0,0,1,1,12980.64818
1,10,1,0,1,0,0,1,0,0,1,1,5904.486271
1,10,1,1,1,0,0,1,0,0,1,1,5852.89529
1,10,1,0,1,0,0,0,1,0,1,1,5265.823442
1,10,1,1,1,0,0,0,1,0,1,1,5225.530938
1,10,1,0,1,0,0,0,0,1,1,1,15047.39571
1,10,1,1,1,0,0,0,0,1,1,1,14853.19253
0,6,0,1,1,0,0,0,0,0,0,0,24494.3483
0,6,0,1,1,0,1,0,0,0,0,0,20195.81174
0,6,0,1,1,0,0,1,0,0,0,0,10489.00136
0,6,0,1,1,0,1,1,0,0,0,0,9205.689093
0,6,0,1,1,1,0,0,0,0,0,0,21212.57037
0,6,0,1,1,1,1,0,0,0,0,0,17835.95826
0,6,0,1,1,0,0,0,0,0,0,1,21445.1946
0,6,0,1,1,0,1,0,0,0,0,1,17898.54101
0,6,0,1,1,0,0,1,0,0,0,1,10163.39998
0,6,0,1,1,0,1,1,0,0,0,1,8880.091459
0,6,0,1,1,1,0,0,0,0,0,1,19994.16774
0,6,0,1,1,1,1,0,0,0,0,1,16611.99688
0,6,0,1,1,0,0,0,0,0,1,0,23269.2347
0,6,0,1,1,0,1,0,0,0,1,0,18970.69814
0,6,0,1,1,0,0,1,0,0,1,0,9263.887757
0,6,0,1,1,0,1,1,0,0,1,0,7980.575493
0,6,0,1,1,1,0,0,0,0,1,0,19987.45677
0,6,0,1,1,1,1,0,0,0,1,0,16610.84466
0,6,0,1,1,0,0,0,0,0,1,1,21151.15054
0,6,0,1,1,0,1,0,0,0,1,1,17604.49696
0,6,0,1,1,0,0,1,0,0,1,1,9869.355923
0,6,0,1,1,0,1,1,0,0,1,1,8586.047405
0,6,0,1,1,1,0,0,0,0,1,1,19700.12369
0,6,0,1,1,1,1,0,0,0,1,1,16317.95283
0,2,0,1,1,0,0,0,0,0,0,0,21263.29507
0,2,0,1,1,0,1,0,0,0,0,0,18356.91489
0,2,0,1,1,0,0,1,0,0,0,0,8226.261506
0,2,0,1,1,0,1,1,0,0,0,0,7310.093588
0,2,0,1,1,1,0,0,0,0,0,0,14792.92158
0,2,0,1,1,1,1,0,0,0,0,0,12853.52444
0,2,0,1,1,0,0,0,0,0,0,1,15808.95761
0,2,0,1,1,0,1,0,0,0,0,1,13433.89201
0,2,0,1,1,0,0,1,0,0,0,1,7898.765673
0,2,0,1,1,0,1,1,0,0,0,1,6981.876177
0,2,0,1,1,1,0,0,0,0,0,1,13547.607
0,2,0,1,1,1,1,0,0,0,0,1,11598.84077
0,2,0,1,1,0,0,0,0,0,1,0,20206.63459
0,2,0,1,1,0,1,0,0,0,1,0,17300.25441
0,2,0,1,1,0,0,1,0,0,1,0,7169.601026
0,2,0,1,1,0,1,1,0,0,1,0,6253.433108
0,2,0,1,1,1,0,0,0,0,1,0,13736.2611
0,2,0,1,1,1,1,0,0,0,1,0,11796.86396
0,2,0,1,1,0,0,0,0,0,1,1,15683.36668
0,2,0,1,1,0,1,0,0,0,1,1,13308.30107
0,2,0,1,1,0,0,1,0,0,1,1,7773.17474
0,2,0,1,1,0,1,1,0,0,1,1,6856.285243
0,2,0,1,1,1,0,0,0,0,1,1,13422.01607
0,2,0,1,1,1,1,0,0,0,1,1,11473.24983
0,8,0,0,1,0,0,0,0,0,0,0,16646.89939
0,8,1,0,1,0,0,0,0,0,0,0,15936.85385
0,8,0,1,1,0,0,0,0,0,0,0,16365.42824
0,8,1,1,1,0,0,0,0,0,0,0,15649.67198
0,8,0,0,1,0,0,1,0,0,0,0,6275.654974
0,8,1,0,1,0,0,1,0,0,0,0,6065.416283
0,8,0,1,1,0,0,1,0,0,0,0,6195.222736
0,8,1,1,1,0,0,1,0,0,0,0,5978.662404
0,8,0,0,1,1,0,0,0,0,0,0,11442.48593
0,8,1,0,1,1,0,0,0,0,0,0,10963.27265
0,8,0,1,1,1,0,0,0,0,0,0,11254.48119
0,8,1,1,1,1,0,0,0,0,0,0,10772.22191
0,8,0,0,1,0,0,0,0,0,0,1,11867.69096
0,8,1,0,1,0,0,0,0,0,0,1,11273.5485
0,8,0,1,1,0,0,0,0,0,0,1,11634.62488
0,8,1,1,1,0,0,0,0,0,0,1,11035.61668
0,8,0,0,1,0,0,1,0,0,0,1,5947.251873
0,8,1,0,1,0,0,1,0,0,0,1,5736.633163
0,8,0,1,1,0,0,1,0,0,0,1,5863.326256
0,8,1,1,1,0,0,1,0,0,0,1,5649.767576
0,8,0,0,1,1,0,0,0,0,0,1,10186.27495
0,8,1,0,1,1,0,0,0,0,0,1,9703.66315
0,8,0,1,1,1,0,0,0,0,0,1,9996.987508
0,8,1,1,1,1,0,0,0,0,0,1,9510.945165
0,8,0,0,1,0,0,0,0,0,1,0,15993.37535
0,8,1,0,1,0,0,0,0,0,1,0,15283.3298
0,8,0,1,1,0,0,0,0,0,1,0,15711.90419
0,8,1,1,1,0,0,0,0,0,1,0,14996.14793
0,8,0,0,1,0,0,1,0,0,1,0,5622.130926
0,8,1,0,1,0,0,1,0,0,1,0,5411.892235
0,8,0,1,1,0,0,1,0,0,1,0,5541.698687
0,8,1,1,1,0,0,1,0,0,1,0,5325.138356
0,8,0,0,1,1,0,0,0,0,1,0,10788.96188
0,8,1,0,1,1,0,0,0,0,1,0,10309.7486
0,8,0,1,1,1,0,0,0,0,1,0,10600.95715
0,8,1,1,1,1,0,0,0,0,1,0,10118.69787
0,8,0,0,1,0,0,0,0,0,1,1,11867.69096
0,8,1,0,1,0,0,0,0,0,1,1,11273.5485
0,8,0,1,1,0,0,0,0,0,1,1,11634.62488
0,8,1,1,1,0,0,0,0,0,1,1,11035.61668
0,8,0,0,1,0,0,1,0,0,1,1,5947.251873
0,8,1,0,1,0,0,1,0,0,1,1,5736.633163
0,8,0,1,1,0,0,1,0,0,1,1,5863.326256
0,8,1,1,1,0,0,1,0,0,1,1,5649.767576
0,8,0,0,1,1,0,0,0,0,1,1,10186.27495
0,8,1,0,1,1,0,0,0,0,1,1,9703.66315
0,8,0,1,1,1,0,0,0,0,1,1,9996.987508
0,8,1,1,1,1,0,0,0,0,1,1,9510.945165
0,2,0,0,1,0,0,0,0,0,0,0,23664.47184
0,2,0,0,1,0,1,0,0,0,0,0,19587.24418
0,2,0,1,1,0,0,0,0,0,0,0,22512.62932
0,2,0,1,1,0,1,0,0,0,0,0,18335.62324
0,2,0,0,1,0,0,1,0,0,0,0,8635.773833
0,2,0,0,1,0,1,1,0,0,0,0,7502.532183
0,2,0,1,1,0,0,1,0,0,0,0,8315.713365
0,2,0,1,1,0,1,1,0,0,0,0,7148.544959
0,2,0,0,1,1,0,0,0,0,0,0,16105.12636
0,2,0,0,1,1,1,0,0,0,0,0,13574.47097
0,2,0,1,1,1,0,0,0,0,0,0,15387.56983
0,2,0,1,1,1,1,0,0,0,0,0,12786.94111
0,2,0,0,1,0,0,0,0,0,0,1,17771.96052
0,2,0,0,1,0,1,0,0,0,0,1,14621.51139
0,2,0,1,1,0,0,0,0,0,0,1,16879.0647
0,2,0,1,1,0,1,0,0,0,0,1,13640.09101
0,2,0,0,1,0,0,1,0,0,0,1,8349.555918
0,2,0,0,1,0,1,1,0,0,0,1,7215.791236
0,2,0,1,1,0,0,1,0,0,0,1,8029.399491
0,2,0,1,1,0,1,1,0,0,0,1,6861.498053
0,2,0,0,1,1,0,0,0,0,0,1,15003.0783
0,2,0,0,1,1,1,0,0,0,0,1,12464.3786
0,2,0,1,1,1,0,0,0,0,0,1,14283.66492
0,2,0,1,1,1,1,0,0,0,0,1,11673.25358
0,2,0,0,1,0,0,0,0,0,1,0,22657.88621
0,2,0,0,1,0,1,0,0,0,1,0,18580.65855
0,2,0,1,1,0,0,0,0,0,1,0,21506.04369
0,2,0,1,1,0,1,0,0,0,1,0,17329.03761
0,2,0,0,1,0,0,1,0,0,1,0,7629.188204
0,2,0,0,1,0,1,1,0,0,1,0,6495.946554
0,2,0,1,1,0,0,1,0,0,1,0,7309.127736
0,2,0,1,1,0,1,1,0,0,1,0,6141.95933
0,2,0,0,1,1,0,0,0,0,1,0,15098.54073
0,2,0,0,1,1,1,0,0,0,1,0,12567.88534
0,2,0,1,1,1,0,0,0,0,1,0,14380.9842
0,2,0,1,1,1,1,0,0,0,1,0,11780.35548
0,2,0,0,1,0,0,0,0,0,1,1,17595.06819
0,2,0,0,1,0,1,0,0,0,1,1,14444.61906
0,2,0,1,1,0,0,0,0,0,1,1,16702.17237
0,2,0,1,1,0,1,0,0,0,1,1,13463.19868
0,2,0,0,1,0,0,1,0,0,1,1,8172.663589
0,2,0,0,1,0,1,1,0,0,1,1,7038.898906
0,2,0,1,1,0,0,1,0,0,1,1,7852.507162
0,2,0,1,1,0,1,1,0,0,1,1,6684.605724
0,2,0,0,1,1,0,0,0,0,1,1,14826.18597
0,2,0,0,1,1,1,0,0,0,1,1,12287.48627
0,2,0,1,1,1,0,0,0,0,1,1,14106.77259
0,2,0,1,1,1,1,0,0,0,1,1,11496.36125
0,4,1,0,1,0,0,0,0,0,0,0,19845.1594
0,4,1,1,1,0,0,0,0,0,0,0,19110.93413
0,4,1,0,1,0,0,1,0,0,0,0,9625.802519
0,4,1,1,1,0,0,1,0,0,0,0,9345.998572
0,4,1,0,1,0,0,0,1,0,0,0,8862.915755
0,4,1,1,1,0,0,0,1,0,0,0,8619.265057
0,4,1,0,1,0,0,0,0,1,0,0,20439.22465
0,4,1,1,1,0,0,0,0,1,0,0,19664.72266
0,4,1,0,1,1,0,0,0,0,0,0,17317.20594
0,4,1,1,1,1,0,0,0,0,0,0,16740.1568
0,4,1,0,1,0,0,0,0,0,0,1,17291.82848
0,4,1,1,1,0,0,0,0,0,0,1,16690.73032
0,4,1,0,1,0,0,1,0,0,0,1,9339.142221
0,4,1,1,1,0,0,1,0,0,0,1,9059.306527
0,4,1,0,1,0,0,0,1,0,0,1,8655.761693
0,4,1,1,1,0,0,0,1,0,0,1,8412.082069
0,4,1,0,1,0,0,0,0,1,0,1,19256.04553
0,4,1,1,1,0,0,0,0,1,0,1,18481.43266
0,4,1,0,1,1,0,0,0,0,0,1,16254.76296
0,4,1,1,1,1,0,0,0,0,0,1,15676.74904
0,4,1,0,1,0,0,0,0,0,1,0,18331.20948
0,4,1,1,1,0,0,0,0,0,1,0,17596.98421
0,4,1,0,1,0,0,1,0,0,1,0,8111.8526
0,4,1,1,1,0,0,1,0,0,1,0,7832.048653
0,4,1,0,1,0,0,0,1,0,1,0,7348.965836
0,4,1,1,1,0,0,0,1,0,1,0,7105.315138
0,4,1,0,1,0,0,0,0,1,1,0,18925.27473
0,4,1,1,1,0,0,0,0,1,1,0,18150.77274
0,4,1,0,1,1,0,0,0,0,1,0,15803.25602
0,4,1,1,1,1,0,0,0,0,1,0,15226.20688
0,4,1,0,1,0,0,0,0,0,1,1,16607.57186
0,4,1,1,1,0,0,0,0,0,1,1,16006.4737
0,4,1,0,1,0,0,1,0,0,1,1,8654.885602
0,4,1,1,1,0,0,1,0,0,1,1,8375.049908
0,4,1,0,1,0,0,0,1,0,1,1,7971.505074
0,4,1,1,1,0,0,0,1,0,1,1,7727.82545
0,4,1,0,1,0,0,0,0,1,1,1,18571.78891
0,4,1,1,1,0,0,0,0,1,1,1,17797.17604
0,4,1,0,1,1,0,0,0,0,1,1,15570.50634
0,4,1,1,1,1,0,0,0,0,1,1,14992.49242
0,5,1,0,0,0,0,0,0,0,0,0,10711.10407
0,5,1,0,1,0,0,0,0,0,0,0,10279.6043
0,5,1,0,0,0,0,1,0,0,0,0,5531.337101
0,5,1,0,1,0,0,1,0,0,0,0,5362.542358
0,5,1,0,0,1,0,0,0,0,0,0,9704.445396
0,5,1,0,1,1,0,0,0,0,0,0,9332.96831
0,5,1,0,1,0,0,0,0,0,0,0,10759.11602
0,5,1,0,1,0,0,1,0,0,0,0,5593.052141
0,5,1,0,1,1,0,0,0,0,0,0,9661.396831
0,3,1,0,1,0,0,0,0,0,0,0,20280.25499
0,3,1,1,1,0,0,0,0,0,0,0,18864.98207
0,3,1,0,1,0,0,1,0,0,0,0,9308.936297
0,3,1,1,1,0,0,1,0,0,0,0,8922.565764
0,3,1,0,1,1,0,0,0,0,0,0,15876.13663
0,3,1,1,1,1,0,0,0,0,0,0,14995.62493
0,3,1,0,1,0,0,0,0,0,0,1,17196.18998
0,3,1,1,1,0,0,0,0,0,0,1,16084.48431
0,3,1,0,1,0,0,1,0,0,0,1,8930.446862
0,3,1,1,1,0,0,1,0,0,0,1,8543.679292
0,3,1,0,1,1,0,0,0,0,0,1,14461.55135
0,3,1,1,1,1,0,0,0,0,0,1,13576.21445
0,3,1,0,1,0,0,0,0,0,1,0,19218.0815
0,3,1,1,1,0,0,0,0,0,1,0,17802.80858
0,3,1,0,1,0,0,1,0,0,1,0,8246.762805
0,3,1,1,1,0,0,1,0,0,1,0,7860.392273
0,3,1,0,1,1,0,0,0,0,1,0,14813.96314
0,3,1,1,1,1,0,0,0,0,1,0,13933.45144
0,3,1,0,1,0,0,0,0,0,1,1,17188.62442
0,3,1,1,1,0,0,0,0,0,1,1,16076.91874
0,3,1,0,1,0,0,1,0,0,1,1,8922.881294
0,3,1,1,1,0,0,1,0,0,1,1,8536.113724
0,3,1,0,1,1,0,0,0,0,1,1,14453.98578
0,3,1,1,1,1,0,0,0,0,1,1,13568.64889
0,6,1,0,1,1,0,0,0,0,0,0,14255.21185
0,6,1,1,1,1,0,0,0,0,0,0,13729.11147
0,6,1,0,1,0,0,1,0,0,0,0,6644.067632
0,6,1,1,1,0,0,1,0,0,0,0,6459.681698
0,6,1,0,1,1,0,0,0,0,0,1,11497.70778
0,6,1,1,1,1,0,0,0,0,0,1,11043.51542
0,6,1,0,1,0,0,1,0,0,0,1,6355.249867
0,6,1,1,1,0,0,1,0,0,0,1,6170.784255
0,6,1,0,1,1,0,0,0,0,1,0,12051.84504
0,6,1,1,1,1,0,0,0,0,1,0,11525.74466
0,6,1,0,1,0,0,1,0,0,1,0,4440.700822
0,6,1,1,1,0,0,1,0,0,1,0,4256.314888
0,6,1,0,1,1,0,0,0,0,1,1,10124.03427
0,6,1,1,1,1,0,0,0,0,1,1,9669.841911
0,6,1,0,1,0,0,1,0,0,1,1,4981.576357
0,6,1,1,1,0,0,1,0,0,1,1,4797.110745
0,4,1,0,1,0,0,0,0,0,0,0,12674.31098
0,4,1,1,1,0,0,0,0,0,0,0,12415.56901
0,4,1,0,1,0,0,1,0,0,0,0,5787.240247
0,4,1,1,1,0,0,1,0,0,0,0,5693.697445
0,4,1,0,1,0,0,0,1,0,0,0,5269.797318
0,4,1,1,1,0,0,0,1,0,0,0,5192.304431
0,4,1,0,1,1,0,0,0,0,0,0,11205.90407
0,4,1,1,1,1,0,0,0,0,0,0,10978.19171
0,4,1,0,1,0,0,0,0,0,0,1,11063.00544
0,4,1,1,1,0,0,0,0,0,0,1,10841.48504
0,4,1,0,1,0,0,1,0,0,0,1,5509.779553
0,4,1,1,1,0,0,1,0,0,0,1,5416.181869
0,4,1,0,1,0,0,0,1,0,0,1,5069.567135
0,4,1,1,1,0,0,0,1,0,0,1,4992.026746
0,4,1,0,1,1,0,0,0,0,0,1,10134.43041
0,4,1,1,1,1,0,0,0,0,0,1,9905.727746
0,4,1,0,1,0,0,0,0,0,1,0,11772.5866
0,4,1,1,1,0,0,0,0,0,1,0,11513.84463
0,4,1,0,1,0,0,1,0,0,1,0,4885.515864
0,4,1,1,1,0,0,1,0,0,1,0,4791.973061
0,4,1,0,1,0,0,0,1,0,1,0,4368.072934
0,4,1,1,1,0,0,0,1,0,1,0,4290.580048
0,4,1,0,1,1,0,0,0,0,1,0,10304.17969
0,4,1,1,1,1,0,0,0,0,1,0,10076.46732
0,4,1,0,1,0,0,0,0,0,1,1,10990.97435
0,4,1,1,1,0,0,0,0,0,1,1,10769.45396
0,4,1,0,1,0,0,1,0,0,1,1,5437.748469
0,4,1,1,1,0,0,1,0,0,1,1,5344.150785
0,4,1,0,1,0,0,0,1,0,1,1,4997.536051
0,4,1,1,1,0,0,0,1,0,1,1,4919.995662
0,4,1,0,1,1,0,0,0,0,1,1,10062.39933
0,4,1,1,1,1,0,0,0,0,1,1,9833.696662
0,3,0,0,1,0,0,0,0,0,0,0,18172.339
0,3,0,0,1,0,1,0,0,0,0,0,16059.09887
0,3,0,1,1,0,0,0,0,0,0,0,17499.33162
0,3,0,1,1,0,1,0,0,0,0,0,15348.47056
0,3,0,0,1,0,0,1,0,0,0,0,7016.039038
0,3,0,0,1,0,1,1,0,0,0,0,6455.345341
0,3,0,1,1,0,0,1,0,0,0,0,6838.219559
0,3,0,1,1,0,1,1,0,0,0,0,6261.667092
0,3,0,0,1,1,0,0,0,0,0,0,14055.92721
0,3,0,0,1,1,1,0,0,0,0,0,12590.58372
0,3,0,1,1,1,0,0,0,0,0,0,13588.85078
0,3,0,1,1,1,1,0,0,0,0,0,12090.47743
0,3,0,0,1,0,0,0,0,0,0,1,13881.56899
0,3,0,0,1,0,1,0,0,0,0,1,12435.5667
0,3,0,1,1,0,0,0,0,0,0,1,13419.85902
0,3,0,1,1,0,1,0,0,0,0,1,11945.77315
0,3,0,0,1,0,0,1,0,0,0,1,6727.729438
0,3,0,0,1,0,1,1,0,0,0,1,6166.975576
0,3,0,1,1,0,0,1,0,0,0,1,6549.90062
0,3,0,1,1,0,1,1,0,0,0,1,5973.245306
0,3,0,0,1,1,0,0,0,0,0,1,12989.48909
0,3,0,0,1,1,1,0,0,0,0,1,11520.54332
0,3,0,1,1,1,0,0,0,0,0,1,12521.40759
0,3,0,1,1,1,1,0,0,0,0,1,11018.83155
0,3,0,0,1,0,0,0,0,0,1,0,16806.30293
0,3,0,0,1,0,1,0,0,0,1,0,14693.06279
0,3,0,1,1,0,0,0,0,0,1,0,16133.29554
0,3,0,1,1,0,1,0,0,0,1,0,13982.43449
0,3,0,0,1,0,0,1,0,0,1,0,5650.002961
0,3,0,0,1,0,1,1,0,0,1,0,5089.309264
0,3,0,1,1,0,0,1,0,0,1,0,5472.183482
0,3,0,1,1,0,1,1,0,0,1,0,4895.631014
0,3,0,0,1,1,0,0,0,0,1,0,12689.89113
0,3,0,0,1,1,1,0,0,0,1,0,11224.54764
0,3,0,1,1,1,0,0,0,0,1,0,12222.81471
0,3,0,1,1,1,1,0,0,0,1,0,10724.44135
0,3,0,0,1,0,0,0,0,0,1,1,13345.22622
0,3,0,0,1,0,1,0,0,0,1,1,11899.22392
0,3,0,1,1,0,0,0,0,0,1,1,12883.51624
0,3,0,1,1,0,1,0,0,0,1,1,11409.43037
0,3,0,0,1,0,0,1,0,0,1,1,6191.38666
0,3,0,0,1,0,1,1,0,0,1,1,5630.632798
0,3,0,1,1,0,0,1,0,0,1,1,6013.557842
0,3,0,1,1,0,1,1,0,0,1,1,5436.902528
0,3,0,0,1,1,0,0,0,0,1,1,12453.14631
0,3,0,0,1,1,1,0,0,0,1,1,10984.20054
0,3,0,1,1,1,0,0,0,0,1,1,11985.06482
0,3,0,1,1,1,1,0,0,0,1,1,10482.48877
0,5,0,0,1,0,0,0,0,0,0,0,15957.18132
0,5,1,0,1,0,0,0,0,0,0,0,13341.47799
0,5,0,1,1,0,0,0,0,0,0,0,15733.44425
0,5,1,1,1,0,0,0,0,0,0,0,13100.40028
0,5,0,0,1,0,0,1,0,0,0,0,7976.718513
0,5,1,0,1,0,0,1,0,0,0,0,6942.925829
0,5,0,1,1,0,0,1,0,0,0,0,7889.709533
0,5,1,1,1,0,0,1,0,0,0,0,6845.569843
0,5,0,0,1,1,0,0,0,0,0,0,14258.23222
0,5,1,0,1,1,0,0,0,0,0,0,12094.67345
0,5,0,1,1,1,0,0,0,0,0,0,14073.41426
0,5,1,1,1,1,0,0,0,0,0,0,11894.28598
0,5,0,0,1,0,0,0,0,0,0,1,13733.43203
0,5,1,0,1,0,0,0,0,0,0,1,11567.55711
0,5,0,1,1,0,0,0,0,0,0,1,13548.4697
0,5,1,1,1,0,0,0,0,0,0,1,11366.83254
0,5,0,0,1,0,0,1,0,0,0,1,7689.639376
0,5,1,0,1,0,0,1,0,0,0,1,6655.629564
0,5,0,1,1,0,0,1,0,0,0,1,7602.623578
0,5,1,1,1,0,0,1,0,0,0,1,6558.227478
0,5,0,0,1,1,0,0,0,0,0,1,13191.51434
0,5,1,0,1,1,0,0,0,0,0,1,11021.80121
0,5,0,1,1,1,0,0,0,0,0,1,13006.28898
0,5,1,1,1,1,0,0,0,0,0,1,10820.63587
0,5,0,0,1,0,0,0,0,0,1,0,15210.1683
0,5,1,0,1,0,0,0,0,0,1,0,12594.46497
0,5,0,1,1,0,0,0,0,0,1,0,14986.43123
0,5,1,1,1,0,0,0,0,0,1,0,12353.38727
0,5,0,0,1,0,0,1,0,0,1,0,7229.705496
0,5,1,0,1,0,0,1,0,0,1,0,6195.912812
0,5,0,1,1,0,0,1,0,0,1,0,7142.696516
0,5,1,1,1,0,0,1,0,0,1,0,6098.556826
0,5,0,0,1,1,0,0,0,0,1,0,13511.2192
0,5,1,0,1,1,0,0,0,0,1,0,11347.66043
0,5,0,1,1,1,0,0,0,0,1,0,13326.40124
0,5,1,1,1,1,0,0,0,0,1,0,11147.27296
0,5,0,0,1,0,0,0,0,0,1,1,13733.43203
0,5,1,0,1,0,0,0,0,0,1,1,11567.55711
0,5,0,1,1,0,0,0,0,0,1,1,13548.4697
0,5,1,1,1,0,0,0,0,0,1,1,11366.83254
0,5,0,0,1,0,0,1,0,0,1,1,7689.639376
0,5,1,0,1,0,0,1,0,0,1,1,6655.629564
0,5,0,1,1,0,0,1,0,0,1,1,7602.623578
0,5,1,1,1,0,0,1,0,0,1,1,6558.227478
0,5,0,0,1,1,0,0,0,0,1,1,13191.51434
0,5,1,0,1,1,0,0,0,0,1,1,11021.80121
0,5,0,1,1,1,0,0,0,0,1,1,13006.28898
0,5,1,1,1,1,0,0,0,0,1,1,10820.63587
0,8,1,0,1,0,0,0,0,0,0,0,17333.34167
0,8,1,1,1,0,0,0,0,0,0,0,16741.86847
